MAANALU.NS,Maan Aluminium Limited,NSE
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,NSE
SUPREMEINF.NS,Supreme Infrastructure India Limited,NSE
CCCL.NS,Consolidated Construction Consortium Limited,NSE
CENTUM.NS,Centum Electronics Limited,NSE
POWERGRID.NS,Power Grid Corporation of India Limited,NSE
KSCL.NS,Kaveri Seed Company Limited,NSE
ECEIND.NS,ECE Industries Limited,NSE
PARRYSUGAR.NS,Parrys Sugar Industries Limited,NSE
MAGNUM.NS,Magnum Ventures Limited,NSE
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,NSE
INDOWIND.NS,Indowind Energy Limited,NSE
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSE
MAHINDCIE.NS,Mahindra CIE Automotive Limited,NSE
PURVA.NS,Puravankara Projects Limited,NSE
ISMTLTD.NS,ISMT Limited,NSE
SRIPIPES.NS,Srikalahasthi Pipes Limited,NSE
KPRMILL.NS,K.P.R. Mill Limited,NSE
TAKE.NS,Take Solutions Limited,NSE
ASIANTILES.NS,Asian Granito India Limited,NSE
VICEROY.NS,Viceroy Hotels Limited,NSE
SELMCL.NS,SEL Manufacturing Company Limited,NSE
CENTRALBK.NS,Central Bank of India,NSE
ELECTHERM.NS,Electrotherm (India) Limited,NSE
ZYLOG.NS,Zylog Systems Limited,NSE
OMNITECH.NS,Omnitech Infosolutions Limited,NSE
OMAXE.NS,Omaxe Limited,NSE
MAXWELL.NS,Maxwell Industries Limited,NSE
ALPA.NS,Alpa Laboratories Limited,NSE
SIMPLEX.NS,Simplex Projects Limited,NSE
DECCANCE.NS,Deccan Cements Limited,NSE
WSI.NS,W S Industries (I) Limited,NSE
EVERONN.NS,Everonn Education Limited,NSE
ALCHEM.NS,Alchemist Limited,NSE
ADSL.NS,Allied Digital Services Limited,NSE
HDIL.NS,Housing Development and Infrastructure Limited,NSE
MEGASOFT.NS,Megasoft Limited,NSE
SPARC.NS,Sun Pharma Advanced Research Company Limited,NSE
CELESTIAL.NS,Celestial Biolabs Limited,NSE
TARMAT.NS,Tarmat Limited,NSE
RAMSARUP.NS,Ramsarup Industries Limited,NSE
DLF.NS,DLF Limited,NSE
V2RETAIL.NS,V2 Retail Limited,NSE
MEGH.NS,Meghmani Organics Limited,NSE
NELCAST.NS,Nelcast Limited,NSE
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,NSE
HGS.NS,Hinduja Global Solutions Limited,NSE
NAGREEKEXP.NS,Nagreeka Exports Limited,NSE
TIMETECHNO.NS,Time Technoplast Limited,NSE
KALINDEE.NS,Kalindee Rail Nirman (Engineers) Limited,NSE
NITINFIRE.NS,Nitin Fire Protection Industries Limited,NSE
GOACARBON.NS,Goa Carbon Limited,NSE
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,NSE
NAVINFLUOR.NS,Navin Fluorine International Limited,NSE
KMSUGAR.NS,K.M.Sugar Mills Limited,NSE
MCDHOLDING.NS,McDowell Holdings Limited,NSE
MIC.NS,MIC Electronics Limited,NSE
INSECTICID.NS,Insecticides (India) Limited,NSE
HILTON.NS,Hilton Metal Forging Limited,NSE
SGFL.NS,Shree Ganesh Forgings Limited,NSE
TGBHOTELS.NS,TGB BANQUETS AND HOTELS LIMITED,NSE
WEBELSOLAR.NS,Websol Energy System Limited,NSE
ALPHAGEO.NS,Alphageo (India) Limited,NSE
FORTIS.NS,Fortis Healthcare Limited,NSE
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,NSE
BFUTILITIE.NS,BF Utilities Limited,NSE
KGL.NS,Karuturi Global Limited,NSE
GLOBOFFS.NS,Global Offshore Services Limited,NSE
ZENITHBIR.NS,Zenith Birla (India) Limited,NSE
AROGRANITE.NS,Aro Granite Industries Limited,NSE
HINDUJAVEN.NS,Hinduja Ventures Limited,NSE
PHOENIXLTD.NS,The Phoenix Mills Limited,NSE
ADVANTA.NS,Advanta Limited,NSE
DISHTV.NS,Dish TV India Limited,NSE
ICRA.NS,ICRA Limited,NSE
ORBITCORP.NS,Orbit Corporation Limited,NSE
ABGSHIP.NS,ABG Shipyard Limited,NSE
BANSWRAS.NS,Banswara Syntex Limited,NSE
BALAMINES.NS,Balaji Amines Limited,NSE
GARWALLROP.NS,Garware  Wall Ropes Limited,NSE
NCLIND.NS,NCL Industries Limited,NSE
THEMISMED.NS,Themis Medicare Limited,NSE
JMTAUTOLTD.NS,JMT Auto Limited,NSE
IBREALEST.NS,Indiabulls Real Estate Limited,NSE
NAHARSPING.NS,Nahar Spinning Mills Limited,NSE
NAHARPOLY.NS,Nahar Poly Films Limited,NSE
ASTRAL.NS,Astral Poly Technik Limited,NSE
AMDIND.NS,AMD Industries Limited,NSE
JKTYRE.NS,JK Tyre & Industries Limited,NSE
LAOPALA.NS,La Opala RG Limited,NSE
RAJTV.NS,Raj Television Network Limited,NSE
PAGEIND.NS,Page Industries Limited,NSE
SUPREMETEX.NS,Supreme Tex Mart Limited,NSE
ELAND.NS,E-Land Apparel Limited,NSE
IDEA.NS,Idea Cellular Limited,NSE
EUROCERA.NS,Euro Ceramics Limited,NSE
UNIPLY.NS,Uniply Industries Limited,NSE
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,NSE
BROADCAST.NS,Broadcast Initiatives Limited,NSE
MINDTREE.NS,MindTree Limited,NSE
ORIENTALTL.NS,Oriental Trimex Limited,NSE
GANESHHOUC.NS,Ganesh Housing Corporation Limited,NSE
HCIL.NS,Himadri Chemicals and Industries Limited,NSE
INDIANB.NS,Indian Bank,NSE
SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSE
CANDC.NS,C & C Constructions Limited,NSE
TFL.NS,Transwarranty Finance Limited,NSE
PFC.NS,Power Finance Corporation Limited,NSE
FSL.NS,Firstsource Solutions Limited,NSE
TTL.NS,T T Limited,NSE
MURLIIND.NS,Murli Industries Limited,NSE
REDINGTON.NS,Redington (India) Limited,NSE
PGIL.NS,Pearl Global Industries Limited,NSE
AICHAMP.NS,AI Champdany Industries Limited,NSE
ORIENTBELL.NS,Orient Bell Limited,NSE
TVSSRICHAK.NS,TVS Srichakra Limited,NSE
TIIL.NS,Technocraft Industries (India) Limited,NSE
ANGIND.NS,ANG Industries Limited,NSE
POCHIRAJU.NS,Pochiraju Industries Limited,NSE
TV18BRDCST.NS,TV18 Broadcast Limited,NSE
CTE.NS,Cambridge Technology Enterprises Limited,NSE
HUBTOWN.NS,Hubtown Limited,NSE
TIMKEN.NS,Timken India Limited,NSE
LAKSHMIEFL.NS,Lakshmi Energy and Foods Limited,NSE
IZMO.NS,IZMO Limited,NSE
PITTILAM.NS,Pitti Laminations Limited,NSE
MINDAIND.NS,Minda Industries Limited,NSE
NETWORK18.NS,Network18 Media & Investments Limited,NSE
GANDHITUBE.NS,Gandhi Special Tubes Limited,NSE
AUTOIND.NS,Autoline Industries Limited,NSE
SAGCEM.NS,Sagar Cements Limited,NSE
BILPOWER.NS,Bilpower  Limited,NSE
SIYSIL.NS,Siyaram Silk Mills Limited,NSE
PTL.NS,PTL Enterprises Limited,NSE
IGPL.NS,IG Petrochemicals Limited,NSE
WANBURY.NS,Wanbury Limited,NSE
SANGHVIMOV.NS,Sanghvi Movers Limited,NSE
SARLAPOLY.NS,Sarla Performance Fibers Limited,NSE
GEMINI.NS,Gemini Communication Limited,NSE
LUMAXTECH.NS,Lumax Auto Technologies Limited,NSE
TIDEWATER.NS,Tide Water Oil Company (India) Limited,NSE
ZEEMEDIA.NS,Zee Media Corporation Limited,NSE
SITICABLE.NS,Siti Cable Network Limited,NSE
AVTNPL.NS,AVT Natural Products Limited,NSE
CAIRN.NS,Cairn India Limited,NSE
TANLA.NS,Tanla Solutions Limited,NSE
HBLPOWER.NS,HBL Power Systems Limited,NSE
RAJRAYON.NS,Raj Rayon Industries Limited,NSE
PANORAMUNI.NS,Panoramic Universal Limited,NSE
PARACABLES.NS,Paramount Communications Limited,NSE
PRAENG.NS,Prajay Engineers Syndicate Limited,NSE
KESARENT.NS,Kesar Enterprises Limited,NSE
VISUINTL.NS,Visu International Limited,NSE
NFL.NS,National Fertilizers Limited,NSE
PLASTIBLEN.NS,Plastiblends India Limited,NSE
SURANAIND.NS,Surana Industries Limited,NSE
XLENERGY.NS,XL Energy Limited,NSE
ESSDEE.NS,Ess Dee Aluminium Limited,NSE
SATHAISPAT.NS,Sathavahana Ispat Limited,NSE
CREST.NS,Crest Ventures Limited,NSE
ARIHANT.NS,Arihant Foundations & Housing Limited,NSE
HIRECT.NS,Hind Rectifiers Limited,NSE
JINDRILL.NS,Jindal Drilling And Industries Limited,NSE
BANCOINDIA.NS,Banco Products (I) Limited,NSE
GTOFFSHORE.NS,GOL Offshore Limited,NSE
SOBHA.NS,Sobha Limited,NSE
SPENTEX.NS,Spentex Industries Limited,NSE
MMFL.NS,MM Forgings Limited,NSE
RUCHIRA.NS,Ruchira Papers Limited,NSE
DONEAR.NS,Donear Industries Limited,NSE
TRICOM.NS,Tricom India Limited,NSE
VENUSREM.NS,Venus Remedies Limited,NSE
DAAWAT.NS,LT Foods Limited,NSE
NICCO.NS,Nicco Corporation Limited,NSE
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,NSE
MANALIPETC.NS,Manali Petrochemicals Limited,NSE
PARSVNATH.NS,Parsvnath Developers Limited,NSE
TORNTPOWER.NS,Torrent Power Limited,NSE
GESHIP.NS,The Great Eastern Shipping Company Limited,NSE
LITL.NS,Lanco Infratech Limited,NSE
SHIVAMAUTO.NS,Shivam Autotech Limited,NSE
NAUKRI.NS,Info Edge (India) Limited,NSE
HINDZINC.NS,Hindustan Zinc Limited,NSE
BBL.NS,Bharat Bijlee Limited,NSE
AARVEEDEN.NS,Aarvee Denims & Exports Limited,NSE
GTLINFRA.NS,GTL Infrastructure Limited,NSE
SHYAMTEL.NS,Shyam Telecom Limited,NSE
AFL.NS,Accel Frontline Limited,NSE
DCBBANK.NS,DCB BANK LIMITED,NSE
GLOBALVECT.NS,Global Vectra Helicorp Limited,NSE
JHS.NS,JHS Svendgaard Laboratories Limited,NSE
HANUNG.NS,Hanung Toys and Textiles Limited,NSE
FIEMIND.NS,Fiem Industries Limited,NSE
INFOMEDIA.NS,INFOMEDIA PRESS LIMITED,NSE
GATI.NS,GATI Limited,NSE
JMFINANCIL.NS,JM Financial Limited,NSE
ANSALHSG.NS,Ansal Housing and Construction Limited,NSE
MBECL.NS,Mcnally Bharat Engineering Company Limited,NSE
DOLPHINOFF.NS,Dolphin Offshore Enterprises (India) Limited,NSE
KSERASERA.NS,KSS Limited,NSE
MADHUCON.NS,Madhucon Projects Limited,NSE
GEECEE.NS,GeeCee Ventures Limited,NSE
ELECON.NS,Elecon Engineering Company Limited,NSE
ALICON.NS,Alicon Castalloy Limited,NSE
TALBROAUTO.NS,Talbros Automotive Components Limited,NSE
ASSAMCO.NS,Assam Company India Limited,NSE
ICSA.NS,ICSA (India) Limited,NSE
BINANIIND.NS,Binani Industries Limited,NSE
HOVS.NS,HOV Services Limited,NSE
ANANTRAJ.NS,Anant Raj Limited,NSE
HINDUJAFO.NS,Hinduja Foundries Limited,NSE
LAKPRE.NS,Lakshmi Precision Screws Limited,NSE
ACE.NS,Action Construction Equipment Limited,NSE
SELAN.NS,Selan Exploration Technology Limited,NSE
ATLANTA.NS,Atlanta  Limited,NSE
VOLTAMP.NS,Voltamp Transformers Limited,NSE
RAMANEWS.NS,Shree Rama Newsprint Limited,NSE
MANUGRAPH.NS,Manugraph India Limited,NSE
DYNAMATECH.NS,Dynamatic Technologies Limited,NSE
VALECHAENG.NS,Valecha Engineering Limited,NSE
GRINDWELL.NS,Grindwell Norton Limited,NSE
DIGJAM.NS,Digjam Limited,NSE
ATNINTER.NS,ATN International Limited,NSE
TECHM.NS,Tech Mahindra Limited,NSE
GMRINFRA.NS,GMR Infrastructure Limited,NSE
WENDT.NS,Wendt (India) Limited,NSE
EMAMILTD.NS,Emami Limited,NSE
MUNJALAU.NS,Munjal Auto Industries Limited,NSE
ALLCARGO.NS,Allcargo Logistics Limited,NSE
PFOCUS.NS,Prime Focus Limited,NSE
JKLAKSHMI.NS,JK Lakshmi Cement Limited,NSE
UNITY.NS,Unity Infraprojects Limited,NSE
CHEMFALKAL.NS,Chemfab Alkalis Limited,NSE
GTNTEX.NS,GTN Textiles Limited,NSE
PIONEEREMB.NS,Pioneer Embroideries Limited,NSE
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,NSE
SWELECTES.NS,Swelect Energy Systems Limited,NSE
KIL.NS,Kamdhenu Ispat Limited,NSE
BALPHARMA.NS,Bal Pharma Limited,NSE
LOKESHMACH.NS,Lokesh Machines Limited,NSE
EMKAY.NS,Emkay Global Financial Services Limited,NSE
RSYSTEMS.NS,R Systems International Limited,NSE
GPIL.NS,Godawari Power And Ispat limited,NSE
SUNTV.NS,Sun TV Network Limited,NSE
ZICOM.NS,Zicom Electronic Security Systems Limited,NSE
ROHITFERRO.NS,Rohit Ferro-Tech Limited,NSE
KKCL.NS,Kewal Kiran Clothing Limited,NSE
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,NSE
SGL.NS,STL Global Limited,NSE
GANGOTRI.NS,Gangotri Textiles Limited,NSE
MALUPAPER.NS,Malu Paper Mills Limited,NSE
ADHUNIK.NS,Adhunik Metaliks Limited,NSE
GALLANTT.NS,Gallantt Metal Limited,NSE
VAKRANGEE.NS,VAKRANGEE LIMITED,NSE
SOLARINDS.NS,Solar Industries India Limited,NSE
SANWARIA.NS,Sanwaria Agro Oils Limited,NSE
KEI.NS,KEI Industries Limited,NSE
CENTURYPLY.NS,Century Plyboards (India) Limited,NSE
NITCO.NS,Nitco Limited,NSE
VISASTEEL.NS,Visa Steel Limited,NSE
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,NSE
BLKASHYAP.NS,B. L. Kashyap and Sons Limited,NSE
INDOTECH.NS,Indo Tech Transformers Limited,NSE
PRATIBHA.NS,Pratibha Industries Limited,NSE
JKCEMENT.NS,JK Cement Limited,NSE
KEC.NS,KEC International Limited,NSE
GITANJALI.NS,Gitanjali Gems Limited,NSE
SAKUMA.NS,Sakuma Exports Limited,NSE
RCOM.NS,Reliance Communications Limited,NSE
SUNILHITEC.NS,Sunil Hitech Engineers Limited,NSE
SURYAJYOTI.NS,Suryajyoti Spinning Mills Limited,NSE
SADBHAV.NS,Sadbhav Engineering Limited,NSE
GVKPIL.NS,GVK Power & Infrastructure Limited,NSE
INOXLEISUR.NS,INOX Leisure Limited,NSE
JAGRAN.NS,Jagran Prakashan Limited,NSE
GSPL.NS,Gujarat State Petronet Limited,NSE
ENIL.NS,Entertainment Network (India) Limited,NSE
ROHLTD.NS,Royal Orchid Hotels Limited,NSE
NITINSPIN.NS,Nitin Spinners Limited,NSE
STERTOOLS.NS,Sterling Tools Limited,NSE
TINPLATE.NS,The Tinplate Company of India Limited,NSE
BALKRISIND.NS,Balkrishna Industries Limited,NSE
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,NSE
EDUCOMP.NS,Educomp Solutions Limited,NSE
BARTRONICS.NS,Bartronics India Limited,NSE
CELEBRITY.NS,Celebrity Fashions Limited,NSE
PUNJLLOYD.NS,Punj Lloyd Limited,NSE
PVR.NS,PVR Limited,NSE
REPRO.NS,Repro India Limited,NSE
KERNEX.NS,Kernex Microsystems (India) Limited,NSE
EMCO.NS,Emco Limited,NSE
EKC.NS,Everest Kanto Cylinder Limited,NSE
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,NSE
ORIENTABRA.NS,Orient Abrasives Limited,NSE
VIMTALABS.NS,Vimta Labs Limited,NSE
AIAENG.NS,AIA Engineering Limited,NSE
TRIVENI.NS,Triveni Engineering & Industries Limited,NSE
STOREONE.NS,Store One Retail India Limited,NSE
BRFL.NS,Bombay Rayon Fashions Limited,NSE
PBAINFRA.NS,PBA Infrastructure Limited,NSE
BASML.NS,Bannari Amman Spinning Mills Limited,NSE
RENUKA.NS,Shree Renuka Sugars Limited,NSE
AURIONPRO.NS,Aurionpro Solutions Limited,NSE
SUZLON.NS,Suzlon Energy Limited,NSE
ASIL.NS,Amit Spinning Industries Limited,NSE
IMPAL.NS,India Motor Parts and Accessories Limited,NSE
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,NSE
FCSSOFT.NS,FCS Software Solutions Limited,NSE
RAJVIR.NS,Rajvir Industries Limited,NSE
FEDDERLOYD.NS,Fedders Lloyd Corporation Limited,NSE
ICIL.NS,Indo Count Industries Limited,NSE
SASKEN.NS,Sasken Communication Technologies Limited,NSE
HTMEDIA.NS,HT Media Limited,NSE
RML.NS,Rane (Madras) Limited,NSE
GOLDIAM.NS,Goldiam International Limited,NSE
PRECOT.NS,Precot Meridian Limited,NSE
VIVIMEDLAB.NS,Vivimed Labs Limited,NSE
IDFC.NS,IDFC Limited,NSE
REVATHI.NS,Revathi Equipment Limited,NSE
MCLEODRUSS.NS,Mcleod Russel India Limited,NSE
SPLIL.NS,SPL Industries Limited,NSE
SVOGL.NS,SVOGL OIL GAS AND ENERGY LIMITED,NSE
NECLIFE.NS,Nectar Lifesciences Limited,NSE
MSPL.NS,MSP Steel & Power Limited,NSE
SUBROS.NS,Subros Limited,NSE
YESBANK.NS,Yes Bank Limited,NSE
GENUSPOWER.NS,Genus Power Infrastructures Limited,NSE
INDIAGLYCO.NS,India Glycols Limited,NSE
GEOJITBNPP.NS,Geojit BNP Paribas Financial Services Limited,NSE
VHL.NS,Vardhman Holdings Limited,NSE
CASTEXTECH.NS,Castex Technologies Limited,NSE
MANINDS.NS,Man Industries (India) Limited,NSE
JSWHL.NS,JSW Holdings Limited,NSE
FINANTECH.NS,Financial Technologies (India) Limited,NSE
GRANULES.NS,Granules India Limited,NSE
MERCATOR.NS,Mercator Limited,NSE
PRIMESECU.NS,Prime Securities Limited,NSE
SHAHALLOYS.NS,Shah Alloys Limited,NSE
JKPAPER.NS,JK Paper Limited,NSE
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,NSE
CYBERMEDIA.NS,Cyber Media (India) Limited,NSE
SSWL.NS,Steel Strips Wheels Limited,NSE
WELCORP.NS,Welspun Corp Limited,NSE
SHOPERSTOP.NS,Shoppers Stop Limited,NSE
MANGALAM.NS,Mangalam Drugs And Organics Limited,NSE
IIFL.NS,IIFL Holdings Limited,NSE
SAKSOFT.NS,Saksoft Limited,NSE
ALLSEC.NS,Allsec Technologies Limited,NSE
GOKEX.NS,Gokaldas Exports Limited,NSE
EVEREADY.NS,Eveready Industries India Limited,NSE
3IINFOTECH.NS,3i Infotech Limited,NSE
GABRIEL.NS,Gabriel India Limited,NSE
JPPOWER.NS,Jaiprakash Power Ventures Limited,NSE
JINDALPHOT.NS,Jindal Photo Limited,NSE
SHRIRAMCIT.NS,Shriram City Union Finance Limited,NSE
GDL.NS,Gateway Distriparks Limited,NSE
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,NSE
JSWSTEEL.NS,JSW Steel Limited,NSE
BEPL.NS,Bhansali Engineering Polymers Limited,NSE
JETAIRWAYS.NS,Jet Airways (India) Limited,NSE
XCHANGING.NS,Xchanging Solutions Limited,NSE
VIPIND.NS,VIP Industries Limited,NSE
AMTEKAUTO.NS,Amtek Auto Limited,NSE
RANASUG.NS,Rana Sugars Limited,NSE
PATELENG.NS,Patel Engineering Limited,NSE
SAMTEL.NS,Samtel Color Limited,NSE
SUPRAJIT.NS,Suprajit Engineering Limited,NSE
IMPEXFERRO.NS,Impex Ferro Tech Limited,NSE
INDOCO.NS,Indoco Remedies Limited,NSE
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSE
PRESSMN.NS,Pressman Advertising Limited,NSE
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSE
BHARTISHIP.NS,Bharati Shipyard Limited,NSE
JBMA.NS,JBM Auto Limited,NSE
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,NSE
SALSTEEL.NS,S.A.L. Steel Limited,NSE
NTPC.NS,NTPC Limited,NSE
WELENT.NS,Welspun Enterprises Limited,NSE
ASTRAMICRO.NS,Astra Microwave Products Limited,NSE
GUFICBIO.NS,Gufic Biosciences Limited,NSE
INDSWFTLTD.NS,Ind-Swift Limited,NSE
PAPERPROD.NS,Huhtamaki PPL Limited,NSE
GULFPETRO.NS,GP Petroleums Limited,NSE
TITAN.NS,Titan Company Limited,NSE
OCL.NS,OCL India Limited,NSE
GRUH.NS,Gruh Finance Limited,NSE
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,NSE
GREAVESCOT.NS,Greaves Cotton Limited,NSE
EICHERMOT.NS,Eicher Motors Limited,NSE
NIITTECH.NS,NIIT Technologies Limited,NSE
MAHSEAMLES.NS,Maharashtra Seamless Limited,NSE
TCS.NS,Tata Consultancy Services Limited,NSE
ULTRACEMCO.NS,UltraTech Cement Limited,NSE
LUMAXAUTO.NS,Lumax Automotive Systems Limited,NSE
NIITLTD.NS,NIIT Limited,NSE
3MINDIA.NS,3M India Limited,NSE
GUJNRECOKE.NS,Gujarat NRE Coke Limited,NSE
CENTEXT.NS,Century Extrusions Limited,NSE
APARINDS.NS,Apar Industries Limited,NSE
SUPERSPIN.NS,Super Spinning Mills Limited,NSE
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,NSE
LT.NS,Larsen & Toubro Limited,NSE
EXCELCROP.NS,Excel Crop Care Limited,NSE
EXCELINDUS.NS,Excel Industries Limited,NSE
MONNETISPA.NS,Monnet Ispat and Energy Limited,NSE
JPASSOCIAT.NS,Jaiprakash Associates Limited,NSE
TRENT.NS,Trent Limited,NSE
CCL.NS,CCL Products (India) Limited,NSE
MPHASIS.NS,MphasiS Limited,NSE
SHRENUJ.NS,Shrenuj & Company Limited,NSE
KAJARIACER.NS,Kajaria Ceramics Limited,NSE
MURUDCERA.NS,Murudeshwar Ceramics Limited,NSE
MIRCELECTR.NS,MIRC Electronics Limited,NSE
NDTV.NS,New Delhi Television Limited,NSE
IPAPPM.NS,International Paper APPM Limited,NSE
DATAMATICS.NS,Datamatics Global Services Limited,NSE
RKFORGE.NS,Ramkrishna Forgings Limited,NSE
XPROINDIA.NS,Xpro India Limited,NSE
MAGMA.NS,Magma Fincorp Limited,NSE
DISHMAN.NS,Dishman Pharmaceuticals and Chemicals Limited,NSE
MAHABANK.NS,Bank of Maharashtra,NSE
PTC.NS,PTC India Limited,NSE
BIOCON.NS,Biocon Limited,NSE
VAIBHAVGBL.NS,Vaibhav Global Limited,NSE
DHANBANK.NS,Dhanlaxmi Bank Limited,NSE
PETRONET.NS,Petronet LNG Limited,NSE
SIMPLEXINF.NS,Simplex Infrastructures Limited,NSE
JBFIND.NS,JBF Industries Limited,NSE
MUKANDLTD.NS,Mukand Limited,NSE
SIL.NS,Standard Industries Limited,NSE
UNIENTER.NS,Uniphos Enterprises Limited,NSE
UPL.NS,UPL Limited,NSE
TVTODAY.NS,TV Today Network Limited,NSE
DREDGECORP.NS,Dredging Corporation of India Limited,NSE
PHOENIXLL.NS,Phoenix Lamps Limited,NSE
SONASTEER.NS,Sona Koyo Steering Systems Limited,NSE
IFGLREFRAC.NS,IFGL Refractories Limited,NSE
RADAAN.NS,Radaan Mediaworks India Limited,NSE
IGL.NS,Indraprastha Gas Limited,NSE
TVSELECT.NS,TVS Electronics Limited,NSE
JAIBALAJI.NS,Jai Balaji Industries Limited,NSE
WELSPUNIND.NS,Welspun India Limited,NSE
BHUSANSTL.NS,Bhushan Steel Limited,NSE
NSIL.NS,Nalwa Sons Investments Limited,NSE
JSL.NS,Jindal Stainless Limited,NSE
BHEL.NS,Bharat Heavy Electricals Limited,NSE
BEML.NS,BEML Limited,NSE
SUVEN.NS,Suven Life Sciences Limited,NSE
BAGFILMS.NS,B.A.G Films and Media Limited,NSE
NCC.NS,NCC Limited,NSE
UCOBANK.NS,UCO Bank,NSE
IGARASHI.NS,Igarashi Motors India Limited,NSE
VARDHACRLC.NS,Vardhman Acrylics Limited,NSE
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,NSE
AARTIDRUGS.NS,Aarti Drugs Limited,NSE
TATAELXSI.NS,Tata Elxsi Limited,NSE
ITI.NS,ITI Limited,NSE
KANSAINER.NS,Kansai Nerolac Paints Limited,NSE
VSTIND.NS,VST Industries Limited,NSE
AMARAJABAT.NS,Amara Raja Batteries Limited,NSE
SUBEX.NS,Subex Limited,NSE
SMLISUZU.NS,SML Isuzu Limited,NSE
HMT.NS,HMT Limited,NSE
OPTOCIRCUI.NS,Opto Circuits (India) Limited,NSE
PRISMCEM.NS,Prism Cement Limited,NSE
SRF.NS,SRF Limited,NSE
GHCL.NS,GHCL Limited,NSE
GILLETTE.NS,Gillette India Limited,NSE
VENKEYS.NS,Venky's (India) Limited,NSE
AGCNET.NS,AGC Networks Limited,NSE
HONAUT.NS,Honeywell Automation India Limited,NSE
ZENSARTECH.NS,Zensar Technologies Limited,NSE
MARUTI.NS,Maruti Suzuki India Limited,NSE
CENTURYTEX.NS,Century Textiles & Industries Limited,NSE
ELECTCAST.NS,Electrosteel Castings Limited,NSE
INDORAMA.NS,Indo Rama Synthetics (India) Limited,NSE
RADICO.NS,Radico Khaitan Limited,NSE
BATAINDIA.NS,Bata India Limited,NSE
EXIDEIND.NS,Exide Industries Limited,NSE
JUBILANT.NS,Jubilant Life Sciences Limited,NSE
GSKCONS.NS,GlaxoSmithKline Consumer Healthcare Limited,NSE
DRREDDY.NS,Dr. Reddy's Laboratories Limited,NSE
AUTOAXLES.NS,Automotive Axles Limited,NSE
PSL.NS,PSL Limited,NSE
BANARISUG.NS,Bannari Amman Sugars Limited,NSE
NELCO.NS,NELCO Limited,NSE
TATAMETALI.NS,Tata Metaliks Limited,NSE
SANOFI.NS,Sanofi India Limited,NSE
TIRUMALCHM.NS,Thirumalai Chemicals Limited,NSE
MUNJALSHOW.NS,Munjal Showa Limited,NSE
BOSCHLTD.NS,Bosch Limited,NSE
STERLINBIO.NS,Sterling Biotech Limited,NSE
VARDMNPOLY.NS,Vardhman Polytex Limited,NSE
RICOAUTO.NS,Rico Auto Industries Limited,NSE
FOSECOIND.NS,Foseco India Limited,NSE
MOSERBAER.NS,Moser-Baer (I) Limited,NSE
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,NSE
JINDALSAW.NS,Jindal Saw Limited,NSE
POLYPLEX.NS,Polyplex Corporation Limited,NSE
HEROMOTOCO.NS,Hero MotoCorp Limited,NSE
BHARATFORG.NS,Bharat Forge Limited,NSE
GARDENSILK.NS,Garden Silk Mills Limited,NSE
HCC.NS,Hindustan Construction Company Limited,NSE
STCINDIA.NS,The State Trading Corporation of India Limited,NSE
BAJFINANCE.NS,Bajaj Finance Limited,NSE
HONDAPOWER.NS,Honda Siel Power Products Limited,NSE
DIVISLAB.NS,Divi's Laboratories Limited,NSE
GODREJIND.NS,Godrej Industries Limited,NSE
TATASPONGE.NS,Tata Sponge Iron Limited,NSE
OMAXAUTO.NS,Omax Autos Limited,NSE
GRAPHITE.NS,Graphite India Limited,NSE
TNTELE.NS,Tamilnadu Telecommunication Limited,NSE
GENESYS.NS,Genesys International Corporation Limited,NSE
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,NSE
VTL.NS,Vardhman Textiles Limited,NSE
RUCHISOYA.NS,Ruchi Soya Industries Limited,NSE
CANBK.NS,Canara Bank,NSE
NUCLEUS.NS,Nucleus Software Exports Limited,NSE
BLUEDART.NS,Blue Dart Express Limited,NSE
ATFL.NS,Agro Tech Foods Limited,NSE
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSE
ALBK.NS,Allahabad Bank,NSE
SANDESH.NS,The Sandesh Limited,NSE
